writeCabinet,2021-05-25 21:54:16.612
writeCabinet,2021-05-25 21:54:16.65
writePacient,2021-05-25 21:54:16.656
writePacient,2021-05-25 21:54:16.659
writeMedic,2021-05-25 21:54:16.664
writeReceptionist,2021-05-25 21:54:16.691
showTotalSalariiCabinet,2021-05-25 21:54:16.709
showTotalSalariiCabinet,2021-05-25 21:54:16.71
createRecenzie,2021-05-25 21:54:19.919
createRecenzie,2021-05-25 21:54:20.428
showMediciDinCabinetDupaRecenzii,2021-05-25 21:54:20.446
showServiciiCabinet,2021-05-25 21:54:20.452
